"ETABLISSEMENT","","FORMATION","","","","","","","","","UNITE DE VALEUR (COURS)","","","","","","","","","",""
"Type","Nom","Nom","Domaine","Spécialité","Descriptif","Niveau de diplôme à l'entrée","Niveau de diplôme en sortie","Durée (en années)","Total ECTS","Url de la formation","Questions ENV. au sens large évoquées(oui/non)","Enjeux transition énergétique-climat abordés(oui/non)","Nom du cours","Notions abordées","Cours optionnel ou obligatoire","Nombre de crédits ECTS accordés par ce cours","Durée du cours (en nombre d'heures)","Mode d'évaluation ","Avis critique sur le cours et/ou la formation","Formation initiale ou continue","Comptabilité"
"Ecole_ingénieurs","Mines Nancy","Ingénieur Civil des Mines. Thématique Energie","Sciences, Technologie, Santé","Ingénieur Généraliste","Parcours d'école d'ingénieur généraliste offrant différentes voies de majeurs (Energie, Mathématiques appliquées, Informatique, Géoingéniérie, Matériaux)","Bac+2","Bac+5","3.0","180.0","https://mines-nancy.univ-lorraine.fr/formation/ingenieur-civil-mines-icm/","Oui","Oui","Marchés de l'énergie et de l'environnement","Marchés, énergie, environnement, électricité, CO2, ressources fossiles, énergies nouvelles, stockage","Optionnel","2.0","21.0","Projet","Ce cours est obligatoire si l'étudiant choisit la majeur Energie","Formation initiale","1.0"
"Ecole_ingénieurs","Mines Nancy","Ingénieur Civil des Mines. Thématique Energie","Sciences, Technologie, Santé","Ingénieur Généraliste","Parcours d'école d'ingénieur généraliste offrant différentes voies de majeurs (Energie, Mathématiques appliquées, Informatique, Géoingéniérie, Matériaux)","Bac+2","Bac+5","3.0","180.0","https://mines-nancy.univ-lorraine.fr/formation/ingenieur-civil-mines-icm/","Improbable","Oui","Biomasse-Energie","Biomasse, énergies renouvelables, bois-énergie, biocarburants, biogaz, valorisation énergétique.","Optionnel","2.0","21.0","Test écrit / contrôle continu / Rapport","""Dans un monde préoccupé par le réchauffement climatique, la raréfaction des sources d’énergie fossiles et les risques du nucléaire, la biomasse apparaît comme une ressource énergétique propre et renouvelable. Elle représente déjà 10 % de la production d’énergie primaire et est la première source d’énergie renouvelable devant l’hydraulique. Ce cours vise à présenter son potentiel et les moyens de la valoriser pour la production de chaleur, de combustibles gazeux, liquides et solides, et d’électricité."" La présentation du cours laisse supposer que les questions de ressources et de climat seront abordées mais cela n'est pas spécifiquement précisé.","Formation initiale","1.0"
"Ecole_ingénieurs","Mines Nancy","Ingénieur Civil des Mines. Thématique Energie","Sciences, Technologie, Santé","Ingénieur Généraliste","Parcours d'école d'ingénieur généraliste offrant différentes voies de majeurs (Energie, Mathématiques appliquées, Informatique, Géoingéniérie, Matériaux)","Bac+2","Bac+5","3.0","180.0","https://mines-nancy.univ-lorraine.fr/formation/ingenieur-civil-mines-icm/","Oui","Oui","Economie et géopolitique des matières premières minérales ","Répartition des matières premières dans le monde, marché des matières premières, éthique et respect du développement durable.","Optionnel","2.0","21.0","Contrôle continu","","Formation initiale","1.0"
"Ecole_ingénieurs","Mines Nancy","Ingénieur Civil des Mines. ","Sciences, Technologie, Santé","Ingénieur Généraliste","Parcours d'école d'ingénieur généraliste offrant différentes voies de majeurs (Energie, Mathématiques appliquées, Informatique, Géoingéniérie, Matériaux)","Bac+2","Bac+5","3.0","180.0","https://mines-nancy.univ-lorraine.fr/formation/ingenieur-civil-mines-icm/","Oui","Oui","Ecologie industrielle et développement durable","Du génie des procédés environnemental aux concepts de l'écologie industrielle. Ecologie industrielle, Développement durable, Analyse de Cycle de Vie, Gabi, Recyclage, Valorisation. Ecoconception, limite technologique.","Optionnel","4.0","36.0","Test écrit / contrôle continu / Projet / Rapport","Enseignement qui fait partie des cours électifs.","Formation initiale","1.0"
"Ecole_ingénieurs","Mines Nancy","Ingénieur de spécialité Génie industriel et matériaux","Sciences, Technologie, Santé","Matérieux et gestion de production","Parcours post IUT ou BTS, formant des ingénieurs de spécialité Génie industriel et Matériaux. Formation incluant 16 mois minimum en stage. ","Bac+2","Bac+5","3.0","180.0","https://mines-nancy.univ-lorraine.fr/formation/ingenieur-de-specialite-genie-industriel-materiaux-gim/","Non","Non","","","","","","","","","1.0"
"Ecole_ingénieurs","Mines Nancy","Igénieure de Génie Mécanique parcours Ingénierie de la Conception","Sciences, Technologie, Santé","Ingénérie de la conception","Parcours post IUT ou BTS, pouvant être réalisé en apprentissage,  formant des ingénieurs de spécialité  Génie Mécanique parcours Ingénierie de la Conception","Bac+2","Bac+5","3.0","180.0","https://mines-nancy.univ-lorraine.fr/formation/ingenieur-de-specialite-ingenierie-de-conception-ic/","Oui","Improbable","Eco conception","Non indiqué","Non indiqué","Non indiqué","Non indiqué","Non indiqué","Pas suffisamment d'informations sur le site internet pour savoir quelles sont les notions abordées.","Formation initiale","1.0"
"Ecole_ingénieurs","Mines Nancy","Igénieure de Génie Mécanique parcours Ingénierie de la Conception","Sciences, Technologie, Santé","Ingénérie de la conception","Parcours post IUT ou BTS, pouvant être réalisé en apprentissage,  formant des ingénieurs de spécialité  Génie Mécanique parcours Ingénierie de la Conception","Bac+2","Bac+5","3.0","180.0","https://mines-nancy.univ-lorraine.fr/formation/ingenieur-de-specialite-ingenierie-de-conception-ic/","Oui","Improbable","Développement durable","Non indiqué","Non indiqué","Non indiqué","Non indiqué","Non indiqué","Pas suffisamment d'informations sur le site internet pour savoir quelles sont les notions abordées.","Formation initiale","1.0"
"Ecole_ingénieurs","Mines Nancy","Igénieure de Génie Mécanique parcours Ingénierie de la Conception","Sciences, Technologie, Santé","Ingénérie de la conception","Parcours post IUT ou BTS, pouvant être réalisé en apprentissage,  formant des ingénieurs de spécialité  Génie Mécanique parcours Ingénierie de la Conception","Bac+2","Bac+5","3.0","180.0","https://mines-nancy.univ-lorraine.fr/formation/ingenieur-de-specialite-ingenierie-de-conception-ic/","Oui","Improbable","Recyclage, éco bilan","Non indiqué","Non indiqué","Non indiqué","Non indiqué","Non indiqué","Pas suffisamment d'informations sur le site internet pour savoir quelles sont les notions abordées et donc se faire un avis sur la formation.","Formation initiale","1.0"
"Ecole_ingénieurs","Mines Nancy","Master Design, parcours : Conception, produit","Sciences, Technologie, Santé","Design","Formation centrée sur le design industriel et architectural","Bac+4","Bac+5","1.0","60.0","https://mines-nancy.univ-lorraine.fr/formation/master-design-parcours-conception-produit/","Non indiqué","Non indiqué","","","","","","","","","1.0"
"Ecole_ingénieurs","Mines Nancy","Master Design, parcours : Conception, produit","Sciences, Technologie, Santé","Design","Formation centrée sur le design industriel et architectural","Bac+4","Bac+5","1.0","60.0","https://mines-nancy.univ-lorraine.fr/formation/master-design/","Non indiqué","Non indiqué","","","","","","","","","1.0"
"Ecole_ingénieurs","Mines Nancy","Master Génie civil, parcours Géotechnique et risques","Sciences, Technologie, Santé","Génie civil","Formation qui vise à amener les étudiants à acquérir un certain nombre de compétences leur permettent d'appréhender plus tard des fonctions de hautes responsabilités dans le domaine du génie civil.","Bac+4","Bac+5","1.0","60.0","https://mines-nancy.univ-lorraine.fr/formation/master-genie-civil-parcours-geotechnique-et-risques/","Oui","Improbable","Impacts environnementaux et sociaux","Non indiqué","Non indiqué","2.0","Non indiqué","Non indiqué","Pas suffisamment d'informations sur le site internet pour savoir quelles sont les notions abordées et donc se faire un avis sur la formation.","Les deux","1.0"
"Ecole_ingénieurs","Mines Nancy","Master Génie civil, parcours Géotechnique et risques","Sciences, Technologie, Santé","Génie civil","Formation qui vise à amener les étudiants à acquérir un certain nombre de compétences leur permettent d'appréhender plus tard des fonctions de hautes responsabilités dans le domaine du génie civil.","Bac+4","Bac+5","1.0","60.0","https://mines-nancy.univ-lorraine.fr/formation/master-genie-civil-parcours-geotechnique-et-risques/","Oui","Improbable","Gestion des risques","Non indiqué","Non indiqué","4.0","Non indiqué","Non indiqué","Pas suffisamment d'informations sur le site internet pour savoir quelles sont les notions abordées et donc se faire un avis sur la formation.","Les deux","1.0"
"Ecole_ingénieurs","Mines Nancy","Master Sciences de la Terre et des planètes","Sciences, Technologie, Santé","Sciences de la Terre"," Ce master couvre un large spectre thématique avec pour ambition de répondre aux défis des Géosciences du XXIième siècle.","Bac+4","Bac+5","1.0","60.0","https://mines-nancy.univ-lorraine.fr/formation/master-sciences-de-la-terre-et-des-planetes-environnement-parcours-mining-and-risk-engineering/","Oui","Oui","Economie et géopolitique des matières premières minérales ","Non indiqué","Non indiqué","Non indiqué","Non indiqué","Non indiqué","Pas suffisamment d'informations sur le site internet pour savoir quelles sont les notions abordées et donc se faire un avis sur la formation.","Les deux","1.0"
"Ecole_ingénieurs","Mines Nancy","Master Sciences de la Terre et des planètes","Sciences, Technologie, Santé","Sciences de la Terre"," Ce master couvre un large spectre thématique avec pour ambition de répondre aux défis des Géosciences du XXIième siècle.","Bac+4","Bac+5","1.0","60.0","https://mines-nancy.univ-lorraine.fr/formation/master-sciences-de-la-terre-et-des-planetes-environnement-parcours-mining-and-risk-engineering/","Oui","Improbable","Impacts environnementaux et sociaux","Non indiqué","Non indiqué","2.0","Non indiqué","Non indiqué","Pas suffisamment d'informations sur le site internet pour savoir quelles sont les notions abordées et donc se faire un avis sur la formation.","Les deux","1.0"
"Ecole_ingénieurs","Mines Nancy","Mastère spécialisé Cybersécurité : attaque et défense des systèmes informatiques","Sciences, Technologie, Santé","Sécurité, défense","Programme sur les fondamentaux scientifiques et techniques sur la sécurité des systèmes d'information","Bac+5","Bac+6","1.0","60.0","https://mines-nancy.univ-lorraine.fr/formation/mastere-specialise-securite-systemes-informatiques-ssi/","Non","Non","","","","","","","","","1.0"
"Ecole_ingénieurs","Mines Nancy","Mastère spécialisé en gestion, traitement et valorisation des déchets","Sciences, Technologie, Santé","Gestion des déchets","Formation qui permet d'acquérir une spécialisation technique pointue en prévention, collecte, traitement et valorisation des déchets solides.","Bac+5","Bac+6","1.0","60.0","https://mines-nancy.univ-lorraine.fr/formation/mastere-specialise-gestion-traitement-valorisation-dechets-gede/","Oui","Improbable","Gestion des déchts - organisation et acteurs","Non indiqué","Non indiqué","Non indiqué","6.0","Non indiqué","Pas suffisamment d'informations sur le site internet pour savoir quelles sont les notions abordées et donc se faire un avis sur la formation.","Les deux","1.0"
"Ecole_ingénieurs","Mines Nancy","Mastère spécialisé en gestion, traitement et valorisation des déchets","Sciences, Technologie, Santé","Gestion des déchets","Formation qui permet d'acquérir une spécialisation technique pointue en prévention, collecte, traitement et valorisation des déchets solides.","Bac+5","Bac+6","1.0","60.0","https://mines-nancy.univ-lorraine.fr/formation/mastere-specialise-gestion-traitement-valorisation-dechets-gede/","Oui","Improbable","Sites et sols pollués : enjeux, diagnostiques et traitement","Non indiqué","Non indiqué","Non indiqué","86.0","Non indiqué","Pas suffisamment d'informations sur le site internet pour savoir quelles sont les notions abordées et donc se faire un avis sur la formation.","Les deux","1.0"
"Ecole_ingénieurs","Mines Nancy","Mastère spécialisé en gestion, traitement et valorisation des déchets","Sciences, Technologie, Santé","Gestion des déchets","Formation qui permet d'acquérir une spécialisation technique pointue en prévention, collecte, traitement et valorisation des déchets solides.","Bac+5","Bac+6","1.0","60.0","https://mines-nancy.univ-lorraine.fr/formation/mastere-specialise-gestion-traitement-valorisation-dechets-gede/","Oui","Improbable","Approche développement durable","Non indiqué","Non indiqué","Non indiqué","9.0","Non indiqué","Pas suffisamment d'informations sur le site internet pour savoir quelles sont les notions abordées et donc se faire un avis sur la formation.","Les deux","1.0"
"Ecole_ingénieurs","Mines Nancy","Mastère spécialisé industrie des ressources minérales et société","Sciences, Technologie, Santé","Industrie","Master qui forme des experts de l'industrie des ressources minérales pour accompagner le secteur des mines et des carrières vers la meilleure intégration possible des projets d'exploitation dans leur environnement physique et humain, en concertation avec les acteurs du territoire.","Bac+5","Bac+6","1.0","60.0","https://mines-nancy.univ-lorraine.fr/formation/mastere-specialise-industrie-ressources-minerales-societe-miris/","Oui","Improbable","Enjeux environnementaux, sociaux et humains","Non indiqué","Non indiqué","Non indiqué","Non indiqué","Non indiqué","Pas suffisamment d'informations sur le site internet pour savoir quelles sont les notions abordées et donc se faire un avis sur la formation.","Les deux","1.0"
"Ecole_ingénieurs","Mines Nancy","Mastère spécialisé industrie des ressources minérales et société","Sciences, Technologie, Santé","Industrie","Master qui forme des experts de l'industrie des ressources minérales pour accompagner le secteur des mines et des carrières vers la meilleure intégration possible des projets d'exploitation dans leur environnement physique et humain, en concertation avec les acteurs du territoire.","Bac+5","Bac+6","1.0","60.0","https://mines-nancy.univ-lorraine.fr/formation/mastere-specialise-industrie-ressources-minerales-societe-miris/","Improbable","Oui","Modélisation et évaluation des ressources","Non indiqué","Non indiqué","Non indiqué","Non indiqué","Non indiqué","Pas suffisamment d'informations sur le site internet pour savoir quelles sont les notions abordées et donc se faire un avis sur la formation.","Les deux","1.0"
"Ecole_ingénieurs","Mines Nancy","Mastère spécialisé industrie des ressources minérales et société","Sciences, Technologie, Santé","Industrie","Master qui forme des experts de l'industrie des ressources minérales pour accompagner le secteur des mines et des carrières vers la meilleure intégration possible des projets d'exploitation dans leur environnement physique et humain, en concertation avec les acteurs du territoire.","Bac+5","Bac+6","1.0","60.0","https://mines-nancy.univ-lorraine.fr/formation/mastere-specialise-industrie-ressources-minerales-societe-miris/","Improbable","Oui","Management des ressources","Non indiqué","Non indiqué","Non indiqué","Non indiqué","Non indiqué","Pas suffisamment d'informations sur le site internet pour savoir quelles sont les notions abordées et donc se faire un avis sur la formation.","Les deux","1.0"
"Ecole_ingénieurs","Mines Nancy","Mastère spécialisé industrie des ressources minérales et société","Sciences, Technologie, Santé","Industrie","Master qui forme des experts de l'industrie des ressources minérales pour accompagner le secteur des mines et des carrières vers la meilleure intégration possible des projets d'exploitation dans leur environnement physique et humain, en concertation avec les acteurs du territoire.","Bac+5","Bac+6","1.0","60.0","https://mines-nancy.univ-lorraine.fr/formation/mastere-specialise-industrie-ressources-minerales-societe-miris/","Improbable","Oui","Exploitation des matières premières minérales","Non indiqué","Non indiqué","Non indiqué","Non indiqué","Non indiqué","Pas suffisamment d'informations sur le site internet pour savoir quelles sont les notions abordées et donc se faire un avis sur la formation.","Les deux","1.0"
"Ecole_ingénieurs","Mines Nancy","Mastère spécialisé Repreneuriat","Sciences, Technologie, Santé","Industrie","Master qui forme des experts de l'industrie des ressources minérales pour accompagner le secteur des mines et des carrières vers la meilleure intégration possible des projets d'exploitation dans leur environnement physique et humain, en concertation avec les acteurs du territoire.","Bac+5","Bac+6","1.0","60.0","https://mines-nancy.univ-lorraine.fr/formation/mastere-specialise-repreneuriat/ ","Oui","Improbable","Place de la RSE dans le management","Non indiqué","Non indiqué","Non indiqué","Non indiqué","Non indiqué","Pas suffisamment d'informations sur le site internet pour savoir quelles sont les notions abordées et donc se faire un avis sur la formation.","Les deux","1.0"
"Ecole_ingénieurs","Mines Nancy","Mastère spécialisé Repreneuriat","Sciences, Technologie, Santé","Industrie","Master qui forme des experts de l'industrie des ressources minérales pour accompagner le secteur des mines et des carrières vers la meilleure intégration possible des projets d'exploitation dans leur environnement physique et humain, en concertation avec les acteurs du territoire.","Bac+5","Bac+6","1.0","60.0","https://mines-nancy.univ-lorraine.fr/formation/mastere-specialise-repreneuriat/ ","Improbable","Oui","Connaissance du marché de l'énergie","Non indiqué","Non indiqué","Non indiqué","Non indiqué","Non indiqué","Pas suffisamment d'informations sur le site internet pour savoir quelles sont les notions abordées et donc se faire un avis sur la formation.","Les deux","1.0"
"Ecole_ingénieurs","Mines Nancy","Mastère spécialisé Repreneuriat","Sciences, Technologie, Santé","Industrie","Master qui forme des experts de l'industrie des ressources minérales pour accompagner le secteur des mines et des carrières vers la meilleure intégration possible des projets d'exploitation dans leur environnement physique et humain, en concertation avec les acteurs du territoire.","Bac+5","Bac+6","1.0","60.0","https://mines-nancy.univ-lorraine.fr/formation/mastere-specialise-repreneuriat/ ","Improbable","Oui","Economie circulaire - matière première secondaire, nouvelles ressources","Non indiqué","Non indiqué","Non indiqué","Non indiqué","Non indiqué","Pas suffisamment d'informations sur le site internet pour savoir quelles sont les notions abordées et donc se faire un avis sur la formation.","Les deux","1.0"
"Ecole_ingénieurs","Mines Nancy","Mastère spécialisé Repreneuriat","Sciences, Technologie, Santé","Industrie","Master qui forme des experts de l'industrie des ressources minérales pour accompagner le secteur des mines et des carrières vers la meilleure intégration possible des projets d'exploitation dans leur environnement physique et humain, en concertation avec les acteurs du territoire.","Bac+5","Bac+6","1.0","60.0","https://mines-nancy.univ-lorraine.fr/formation/mastere-specialise-repreneuriat/ ","Non indiqué","Oui","Concepts de l'écologie industrielle - Ingénierie territoriale, ecoparc - optimisation énergétique des effluents","Non indiqué","Non indiqué","Non indiqué","Non indiqué","Non indiqué","Pas suffisamment d'informations sur le site internet pour savoir quelles sont les notions abordées et donc se faire un avis sur la formation.","Les deux","1.0"
"Ecole_ingénieurs","Mines Nancy","Cybersécurité - analyse avancée de la mémoire RAM","Sciences, Technologie, Santé","Sécurité, défense","Formation qui apprend aux participants à réaliser un dump de RAM exploitable, comment effectuer une analyse de mémoire étape par étape et les bonnes pratiques de travail.","Non indiqué","Non indiqué","Non pertinent","Non pertinent","https://mines-nancy.univ-lorraine.fr/formation/cybersecurite-analyse-avancee-de-memoire-ram/","Non","Non","","","","","","","","","1.0"
"Ecole_ingénieurs","Mines Nancy","Cybersécurité - code malveillant et analyse mémoire avec volatility","Sciences, Technologie, Santé","Sécurité, défense","Acquisition de mémoire RAM, fonctionnement de volatility, structure interne de la mémoire","Non indiqué","Non indiqué","Non pertinent","Non pertinent","https://mines-nancy.univ-lorraine.fr/formation/cybersecurite-code-malveillant-analyse-memoire-volatility/ ","Non","Non","","","","","","","","","1.0"
"Ecole_ingénieurs","Mines Nancy","Cybersécurité - Outils et techniques d'analyse de code malveillant","Sciences, Technologie, Santé","Sécurité, défense","Apporter les connaissances fondamentales afin d'analyser les programmes malveillants en utilisant des outils tel que des desassembleurs, des débogueurs et autres outils afin d'analyser leur comportement dans un environnement maîtrisé et sécurisé.","Non indiqué","Non indiqué","Non pertinent","Non pertinent","https://mines-nancy.univ-lorraine.fr/formation/cybersecurite-outils-techniques-danalyse-de-code-malveillant/ ","Non","Non","","","","","","","","","1.0"
"Ecole_ingénieurs","Mines Nancy","Cybersécurité - Utilisation de l'outil d'analyse logicielle Ida pro","Sciences, Technologie, Santé","Sécurité, défense","Objectif principal : présentation du logiciel IDA Pro","Non indiqué","Non indiqué","Non pertinent","Non pertinent","https://mines-nancy.univ-lorraine.fr/formation/cybersecurite-utilisation-de-loutil-danalyse-logicielle-ida-pro/ ","Non","Non","","","","","","","","","1.0"
